"zip","name","empflag","emp_nf","emp","qp1_nf","qp1","ap_nf","ap","est","city","stabbr","cty_name"
"01610","WORCESTER, MA",,"G",9678,"G",81226,"G",349302,365,"WORCESTER","MA","WORCESTER"
"01611","CHERRY VALLEY, MA",,"G",326,"G",2224,"G",9815,32,"CHERRY VALLEY","MA","WORCESTER"
"01612","PAXTON, MA",,"H",806,"H",5122,"H",22049,73,"PAXTON","MA","WORCESTER"
"01613","WORCESTER, MA",,"G",238,"H",3909,"H",12908,25,"WORCESTER","MA","WORCESTER"
"01614","WORCESTER, MA","A","D",0,"D",0,"D",0,1,"WORCESTER","MA","WORCESTER"
"01615","WORCESTER, MA",,"J",387,"H",6554,"H",25989,10,"WORCESTER","MA","WORCESTER"
"01653","WORCESTER, MA","G","D",0,"D",0,"D",0,5,"WORCESTER","MA","WORCESTER"
"01655","WORCESTER, MA",,"H",63,"G",703,"G",3036,6,"WORCESTER","MA","WORCESTER"
"01701","FRAMINGHAM, MA",,"G",29559,"H",578976,"H",2443015,1210,"FRAMINGHAM","MA","MIDDLESEX"
"01702","FRAMINGHAM, MA",,"G",12979,"H",227367,"G",922967,904,"FRAMINGHAM","MA","MIDDLESEX"
"01703","FRAMINGHAM, MA",,"H",21,"G",233,"G",1172,6,"FRAMINGHAM","MA","MIDDLESEX"
"01704","FRAMINGHAM, MA",,"J",29,"J",196,"J",558,5,"FRAMINGHAM","MA","MIDDLESEX"
"01718","ACTON, MA",,"G",1,"J",8,"J",96,3,"ACTON","MA","MIDDLESEX"
"01719","BOXBOROUGH, MA",,"H",4078,"H",123705,"H",588483,128,"BOXBOROUGH","MA","MIDDLESEX"
"01720","ACTON, MA",,"G",8775,"G",117442,"G",476812,712,"ACTON","MA","MIDDLESEX"
"01721","ASHLAND, MA",,"G",5053,"G",49800,"G",202788,411,"ASHLAND","MA","MIDDLESEX"
"01730","BEDFORD, MA",,"G",17106,"G",398029,"G",1573566,543,"BEDFORD","MA","MIDDLESEX"
"01731","HANSCOM AFB, MA",,"G",294,"H",10424,"H",23959,35,"HANSCOM AFB","MA","MIDDLESEX"
"01740","BOLTON, MA",,"H",750,"G",12152,"H",48022,125,"BOLTON","MA","WORCESTER"
"01741","CARLISLE, MA",,"G",485,"H",6891,"G",38782,107,"CARLISLE","MA","MIDDLESEX"
"01742","CONCORD, MA",,"G",10072,"G",165895,"G",705255,771,"CONCORD","MA","MIDDLESEX"
"01745","FAYVILLE, MA",,"G",122,"H",2484,"H",9126,17,"FAYVILLE","MA","WORCESTER"
"01746","HOLLISTON, MA",,"G",5425,"G",76916,"G",340787,396,"HOLLISTON","MA","MIDDLESEX"
"01747","HOPEDALE, MA",,"G",1801,"G",22057,"G",102976,150,"HOPEDALE","MA","WORCESTER"
"01748","HOPKINTON, MA",,"H",14658,"J",507873,"J",2019501,459,"HOPKINTON","MA","MIDDLESEX"
"01749","HUDSON, MA",,"G",8100,"G",81483,"G",351428,543,"HUDSON","MA","MIDDLESEX"
"01752","MARLBOROUGH, MA",,"G",34708,"G",845558,"G",3509337,1458,"MARLBOROUGH","MA","MIDDLESEX"
"01754","MAYNARD, MA",,"G",2385,"H",45935,"H",265630,272,"MAYNARD","MA","MIDDLESEX"
"01756","MENDON, MA",,"G",1094,"G",7906,"G",36609,139,"MENDON","MA","WORCESTER"
"01757","MILFORD, MA",,"G",16655,"G",248942,"G",996145,822,"MILFORD","MA","WORCESTER"
"01760","NATICK, MA",,"G",20393,"H",308896,"H",1252144,1329,"NATICK","MA","MIDDLESEX"
"01770","SHERBORN, MA",,"H",759,"H",8662,"H",38192,102,"SHERBORN","MA","MIDDLESEX"
"01772","SOUTHBOROUGH, MA",,"G",7748,"G",164231,"G",626526,344,"SOUTHBOROUGH","MA","WORCESTER"
"01773","LINCOLN, MA",,"H",1554,"G",19100,"G",82549,148,"LINCOLN","MA","MIDDLESEX"
"01775","STOW, MA",,"G",1357,"G",15073,"G",68475,154,"STOW","MA","MIDDLESEX"
"01776","SUDBURY, MA",,"G",6022,"H",73541,"H",287604,542,"SUDBURY","MA","MIDDLESEX"
"01778","WAYLAND, MA",,"G",3396,"H",39833,"H",164647,348,"WAYLAND","MA","MIDDLESEX"
"01784","WOODVILLE, MA",,"J",29,"J",321,"J",1334,4,"WOODVILLE","MA","MIDDLESEX"
"01801","WOBURN, MA",,"G",43559,"G",703536,"G",2924165,2119,"WOBURN","MA","MIDDLESEX"
"01803","BURLINGTON, MA",,"G",40005,"G",917618,"G",3595973,1474,"BURLINGTON","MA","MIDDLESEX"
"01805","BURLINGTON, MA","I","D",0,"D",0,"D",0,13,"BURLINGTON","MA","MIDDLESEX"
"01810","ANDOVER, MA",,"G",28426,"G",659335,"G",2631176,1028,"ANDOVER","MA","ESSEX"
"01812","ANDOVER, MA","A","D",0,"D",0,"D",0,1,"ANDOVER","MA","ESSEX"
"01815","WOBURN, MA","A","D",0,"D",0,"D",0,1,"WOBURN","MA","MIDDLESEX"
"01821","BILLERICA, MA",,"G",14158,"G",277645,"G",1202021,728,"BILLERICA","MA","MIDDLESEX"
"01824","CHELMSFORD, MA",,"G",20242,"G",333178,"G",1500260,832,"CHELMSFORD","MA","MIDDLESEX"
"01826","DRACUT, MA",,"G",4959,"G",43468,"G",202253,546,"DRACUT","MA","MIDDLESEX"
"01827","DUNSTABLE, MA",,"J",122,"G",1118,"G",6037,46,"DUNSTABLE","MA","MIDDLESEX"
"01830","HAVERHILL, MA",,"G",6764,"G",52738,"G",233990,498,"HAVERHILL","MA","ESSEX"
"01831","HAVERHILL, MA",,"G",159,"H",2078,"H",8027,16,"HAVERHILL","MA","ESSEX"
"01832","HAVERHILL, MA",,"G",4897,"G",45009,"G",195870,315,"HAVERHILL","MA","ESSEX"
"01833","GEORGETOWN, MA",,"G",2358,"G",21519,"G",103240,207,"GEORGETOWN","MA","ESSEX"
"01834","GROVELAND, MA",,"H",970,"H",12278,"H",54120,123,"GROVELAND","MA","ESSEX"
"01835","HAVERHILL, MA",,"G",5845,"G",59787,"G",261062,304,"HAVERHILL","MA","ESSEX"
"01840","LAWRENCE, MA",,"G",6705,"G",47349,"G",218526,335,"LAWRENCE","MA","ESSEX"
"01841","LAWRENCE, MA",,"H",6577,"H",68811,"H",296392,401,"LAWRENCE","MA","ESSEX"
"01842","LAWRENCE, MA",,"H",221,"H",3428,"H",16043,18,"LAWRENCE","MA","ESSEX"
"01843","LAWRENCE, MA",,"G",9715,"H",115760,"G",468248,475,"LAWRENCE","MA","ESSEX"
"01844","METHUEN, MA",,"G",17292,"G",166220,"G",722804,914,"METHUEN","MA","ESSEX"
"01845","NORTH ANDOVER, MA",,"G",16031,"G",183489,"G",804014,889,"NORTH ANDOVER","MA","ESSEX"
"01850","LOWELL, MA",,"H",1468,"G",9426,"G",38540,110,"LOWELL","MA","MIDDLESEX"
"01851","LOWELL, MA",,"G",8700,"G",156923,"G",590632,457,"LOWELL","MA","MIDDLESEX"
"01852","LOWELL, MA",,"G",11930,"G",112486,"G",455924,750,"LOWELL","MA","MIDDLESEX"
"01853","LOWELL, MA",,"H",585,"H",11925,"H",49374,17,"LOWELL","MA","MIDDLESEX"
"01854","LOWELL, MA",,"H",7128,"H",84587,"H",359477,302,"LOWELL","MA","MIDDLESEX"
"01860","MERRIMAC, MA",,"G",599,"G",4922,"G",20694,90,"MERRIMAC","MA","ESSEX"
"01862","NORTH BILLERICA, MA",,"G",8110,"G",119754,"G",504640,375,"NORTH BILLERICA","MA","MIDDLESEX"
"01863","NORTH CHELMSFORD, MA",,"G",2797,"G",36767,"G",170660,220,"NORTH CHELMSFORD","MA","MIDDLESEX"
"01864","NORTH READING, MA",,"G",6888,"H",137604,"H",526241,521,"NORTH READING","MA","MIDDLESEX"
"01865","NUTTING LAKE, MA",,"G",2,"J",15,"G",190,3,"NUTTING LAKE","MA","MIDDLESEX"
"01866","PINEHURST, MA",,"J",20,"G",219,"G",1342,7,"PINEHURST","MA","MIDDLESEX"
"01867","READING, MA",,"G",7536,"G",117248,"G",385504,540,"READING","MA","MIDDLESEX"
"01876","TEWKSBURY, MA",,"G",15198,"G",238519,"G",895889,735,"TEWKSBURY","MA","MIDDLESEX"
"01879","TYNGSBORO, MA",,"G",3638,"G",36507,"G",156575,317,"TYNGSBORO","MA","MIDDLESEX"
"01880","WAKEFIELD, MA",,"G",14787,"G",212610,"G",885556,897,"WAKEFIELD","MA","MIDDLESEX"
"01885","WEST BOXFORD, MA",,"J",18,"G",212,"G",1356,11,"WEST BOXFORD","MA","ESSEX"
"01886","WESTFORD, MA",,"G",10125,"G",236957,"G",883267,620,"WESTFORD","MA","MIDDLESEX"
"01887","WILMINGTON, MA",,"G",19613,"H",353647,"G",1314168,826,"WILMINGTON","MA","MIDDLESEX"
"01888","WOBURN, MA",,"G",285,"G",5145,"G",22410,15,"WOBURN","MA","MIDDLESEX"
"01889","NORTH READING, MA","B","D",0,"D",0,"D",0,2,"NORTH READING","MA","MIDDLESEX"
"01890","WINCHESTER, MA",,"H",7083,"H",90576,"H",410668,562,"WINCHESTER","MA","MIDDLESEX"
"01901","LYNN, MA",,"G",7166,"G",78243,"G",311821,285,"LYNN","MA","ESSEX"
"01902","LYNN, MA",,"G",3724,"G",31382,"G",140910,428,"LYNN","MA","ESSEX"
"01903","LYNN, MA",,"J",34,"J",299,"J",1539,9,"LYNN","MA","ESSEX"
"01904","LYNN, MA",,"G",2399,"G",19578,"G",87092,283,"LYNN","MA","ESSEX"
"01905","LYNN, MA",,"H",4223,"H",42337,"H",185987,332,"LYNN","MA","ESSEX"
"01906","SAUGUS, MA",,"G",10154,"G",67974,"G",298402,772,"SAUGUS","MA","ESSEX"
"01907","SWAMPSCOTT, MA",,"G",2828,"G",20799,"G",96516,325,"SWAMPSCOTT","MA","ESSEX"
"01908","NAHANT, MA",,"H",326,"G",2699,"G",13256,46,"NAHANT","MA","ESSEX"
"01910","LYNN, MA","G","D",0,"D",0,"D",0,10,"LYNN","MA","ESSEX"
"01913","AMESBURY, MA",,"G",4042,"G",47128,"G",196959,423,"AMESBURY","MA","ESSEX"
"01915","BEVERLY, MA",,"G",22080,"G",294273,"G",1200662,1285,"BEVERLY","MA","ESSEX"
"01921","BOXFORD, MA",,"G",1279,"H",14826,"G",64996,147,"BOXFORD","MA","ESSEX"
"01922","BYFIELD, MA",,"J",731,"H",8819,"H",36594,62,"BYFIELD","MA","ESSEX"
"01923","DANVERS, MA",,"G",30232,"G",302630,"G",1324901,1100,"DANVERS","MA","ESSEX"
"01929","ESSEX, MA",,"G",1089,"G",11199,"G",57498,153,"ESSEX","MA","ESSEX"
"01930","GLOUCESTER, MA",,"G",9980,"H",127658,"H",531166,899,"GLOUCESTER","MA","ESSEX"
"01931","GLOUCESTER, MA",,"H",75,"H",487,"H",2388,17,"GLOUCESTER","MA","ESSEX"
"01936","HAMILTON, MA",,"H",146,"G",1032,"G",4127,14,"HAMILTON","MA","ESSEX"
"01937","HATHORNE, MA","B","D",0,"D",0,"D",0,4,"HATHORNE","MA","ESSEX"
"01938","IPSWICH, MA",,"G",4863,"H",69473,"H",323571,384,"IPSWICH","MA","ESSEX"
"01940","LYNNFIELD, MA",,"G",4792,"H",67930,"H",271129,396,"LYNNFIELD","MA","ESSEX"
"01944","MANCHESTER, MA",,"G",1122,"G",14115,"G",64020,175,"MANCHESTER","MA","ESSEX"
"01945","MARBLEHEAD, MA",,"G",3782,"G",33159,"G",160105,556,"MARBLEHEAD","MA","ESSEX"
"01949","MIDDLETON, MA",,"G",3709,"G",42201,"G",184171,324,"MIDDLETON","MA","ESSEX"
"01950","NEWBURYPORT, MA",,"G",10791,"G",118317,"G",525008,763,"NEWBURYPORT","MA","ESSEX"
"01951","NEWBURY, MA",,"H",388,"H",2642,"H",13915,79,"NEWBURY","MA","ESSEX"
"01952","SALISBURY, MA",,"G",2606,"G",27806,"G",136754,276,"SALISBURY","MA","ESSEX"
"01960","PEABODY, MA",,"G",22678,"G",264125,"G",1094262,1444,"PEABODY","MA","ESSEX"
"01961","PEABODY, MA",,"G",371,"G",3991,"G",17658,31,"PEABODY","MA","ESSEX"
"01965","PRIDES CROSSING, MA",,"J",314,"J",19312,"J",41767,11,"PRIDES CROSSING","MA","ESSEX"
"01966","ROCKPORT, MA",,"G",748,"G",5422,"G",27589,191,"ROCKPORT","MA","ESSEX"
"01969","ROWLEY, MA",,"G",2645,"H",26953,"H",119630,214,"ROWLEY","MA","ESSEX"
"01970","SALEM, MA",,"H",17082,"H",194393,"H",835831,1145,"SALEM","MA","ESSEX"
"01971","SALEM, MA","A","D",0,"D",0,"D",0,2,"SALEM","MA","ESSEX"
"01982","SOUTH HAMILTON, MA",,"G",892,"G",8970,"G",40023,142,"SOUTH HAMILTON","MA","ESSEX"
"01983","TOPSFIELD, MA",,"G",2007,"G",26239,"G",110032,241,"TOPSFIELD","MA","ESSEX"
"01984","WENHAM, MA",,"J",1733,"H",9297,"H",41068,87,"WENHAM","MA","ESSEX"
"01985","WEST NEWBURY, MA",,"H",547,"J",4971,"J",24160,71,"WEST NEWBURY","MA","ESSEX"
"02018","ACCORD, MA",,"G",79,"G",1818,"G",7228,5,"ACCORD","MA","PLYMOUTH"
"02019","BELLINGHAM, MA",,"G",6585,"H",62379,"H",270163,407,"BELLINGHAM","MA","NORFOLK"
"02020","BRANT ROCK, MA",,"H",124,"H",560,"H",3093,12,"BRANT ROCK","MA","PLYMOUTH"
"02021","CANTON, MA",,"G",22416,"G",424267,"G",1670378,946,"CANTON","MA","NORFOLK"
"02025","COHASSET, MA",,"G",2397,"G",19207,"G",86186,281,"COHASSET","MA","NORFOLK"
"02026","DEDHAM, MA",,"G",14785,"G",175058,"G",735264,921,"DEDHAM","MA","NORFOLK"
"02027","DEDHAM, MA",,"G",251,"G",4451,"G",21318,16,"DEDHAM","MA","NORFOLK"
"02030","DOVER, MA",,"G",418,"G",4863,"G",22538,120,"DOVER","MA","NORFOLK"
"02032","EAST WALPOLE, MA",,"G",2414,"G",22535,"G",94355,135,"EAST WALPOLE","MA","NORFOLK"
"02035","FOXBORO, MA",,"H",12793,"H",173779,"H",724649,610,"FOXBORO","MA","NORFOLK"
"02038","FRANKLIN, MA",,"G",16319,"G",184740,"G",766493,840,"FRANKLIN","MA","NORFOLK"
"02040","GREENBUSH, MA",,"J",22,"J",186,"J",928,4,"GREENBUSH","MA","PLYMOUTH"
"02041","GREEN HARBOR, MA",,"J",142,"J",1374,"J",6428,6,"GREEN HARBOR","MA","PLYMOUTH"
"02043","HINGHAM, MA",,"G",15815,"G",177795,"G",752617,856,"HINGHAM","MA","PLYMOUTH"
"02045","HULL, MA",,"G",915,"G",6559,"G",32352,155,"HULL","MA","PLYMOUTH"
"02047","HUMAROCK, MA",,"G",12,"H",138,"J",660,6,"HUMAROCK","MA","PLYMOUTH"
"02048","MANSFIELD, MA",,"G",13333,"H",202026,"H",868703,595,"MANSFIELD","MA","BRISTOL"
"02050","MARSHFIELD, MA",,"G",4962,"G",39994,"G",190660,523,"MARSHFIELD","MA","PLYMOUTH"
"02051","MARSHFIELD HILLS, MA",,"H",46,"H",193,"H",794,10,"MARSHFIELD HILLS","MA","PLYMOUTH"
"02052","MEDFIELD, MA",,"G",2409,"G",19273,"G",89135,303,"MEDFIELD","MA","NORFOLK"
"02053","MEDWAY, MA",,"G",3118,"G",32520,"G",139141,309,"MEDWAY","MA","NORFOLK"
"02054","MILLIS, MA",,"H",1461,"H",10378,"H",51196,195,"MILLIS","MA","NORFOLK"
"02056","NORFOLK, MA",,"G",2189,"G",20499,"G",95896,239,"NORFOLK","MA","NORFOLK"
"02059","NORTH MARSHFIELD, MA",,"G",8,"G",56,"G",249,6,"NORTH MARSHFIELD","MA","PLYMOUTH"
"02060","NORTH SCITUATE, MA",,"J",96,"H",1603,"H",7516,9,"NORTH SCITUATE","MA","PLYMOUTH"
"02061","NORWELL, MA",,"G",9886,"G",157432,"G",660635,611,"NORWELL","MA","PLYMOUTH"
"02062","NORWOOD, MA",,"G",24826,"G",409372,"G",1586192,1252,"NORWOOD","MA","NORFOLK"
"02065","OCEAN BLUFF, MA",,"J",9,"G",60,"G",434,3,"OCEAN BLUFF","MA","PLYMOUTH"
"02066","SCITUATE, MA",,"G",2445,"G",19766,"G",92661,362,"SCITUATE","MA","PLYMOUTH"
"02067","SHARON, MA",,"G",2842,"G",30371,"G",136940,380,"SHARON","MA","NORFOLK"
"02070","SHELDONVILLE, MA",,"G",22,"G",218,"G",982,4,"SHELDONVILLE","MA","NORFOLK"
"02071","SOUTH WALPOLE, MA",,"H",87,"G",1081,"H",4479,16,"SOUTH WALPOLE","MA","NORFOLK"
"02072","STOUGHTON, MA",,"J",32660,"H",213118,"H",917373,900,"STOUGHTON","MA","NORFOLK"
"02081","WALPOLE, MA",,"G",7488,"G",83377,"G",355197,600,"WALPOLE","MA","NORFOLK"
"02090","WESTWOOD, MA",,"G",12720,"G",247654,"G",832833,486,"WESTWOOD","MA","NORFOLK"
"02093","WRENTHAM, MA",,"G",5716,"G",35840,"G",162636,416,"WRENTHAM","MA","NORFOLK"
"02108","BOSTON, MA",,"G",25349,"G",645525,"G",2007263,1158,"BOSTON","MA","SUFFOLK"
"02109","BOSTON, MA",,"G",38134,"G",1316670,"G",4750151,1376,"BOSTON","MA","SUFFOLK"
"02110","BOSTON, MA",,"G",57094,"G",2447725,"G",8974528,1850,"BOSTON","MA","SUFFOLK"
"02111","BOSTON, MA",,"H",30827,"H",807388,"H",2664157,1003,"BOSTON","MA","SUFFOLK"
"02112","BOSTON, MA",,"J",96,"J",1059,"J",4012,8,"BOSTON","MA","SUFFOLK"
"02113","BOSTON, MA",,"G",2210,"H",19313,"G",87928,185,"BOSTON","MA","SUFFOLK"
"02114","BOSTON, MA",,"H",40860,"H",818087,"H",3330719,691,"BOSTON","MA","SUFFOLK"
"02115","BOSTON, MA",,"H",62568,"H",937798,"H",4010263,603,"BOSTON","MA","SUFFOLK"
"02116","BOSTON, MA",,"G",58445,"G",1774873,"G",5906275,2069,"BOSTON","MA","SUFFOLK"
"02117","BOSTON, MA","H","D",0,"D",0,"D",0,11,"BOSTON","MA","SUFFOLK"
"02118","BOSTON, MA",,"G",19135,"H",252408,"H",1076022,809,"BOSTON","MA","SUFFOLK"
"02119","ROXBURY, MA",,"G",7038,"H",88715,"H",405671,453,"ROXBURY","MA","SUFFOLK"
"02120","ROXBURY CROSSING, MA",,"H",4300,"H",45754,"H",196389,176,"ROXBURY CROSSING","MA","SUFFOLK"
"02121","DORCHESTER, MA",,"G",1767,"G",14241,"H",66350,189,"DORCHESTER","MA","SUFFOLK"
"02122","DORCHESTER, MA",,"G",8250,"G",82662,"G",353972,543,"DORCHESTER","MA","SUFFOLK"
"02123","BOSTON, MA","C","D",0,"D",0,"D",0,5,"BOSTON","MA","SUFFOLK"
"02124","DORCHESTER CENTER, MA",,"H",6437,"H",52518,"H",231473,570,"DORCHESTER CENTER","MA","SUFFOLK"
"02125","DORCHESTER, MA",,"G",10894,"G",157987,"G",642105,456,"DORCHESTER","MA","SUFFOLK"
"02126","MATTAPAN, MA",,"H",2166,"G",16095,"G",72519,206,"MATTAPAN","MA","SUFFOLK"
"02127","SOUTH BOSTON, MA",,"G",10980,"G",169596,"G",625024,676,"SOUTH BOSTON","MA","SUFFOLK"
"02128","EAST BOSTON, MA",,"G",21889,"G",251344,"G",1033448,775,"EAST BOSTON","MA","SUFFOLK"
"02129","CHARLESTOWN, MA",,"G",11156,"G",173983,"G",767421,492,"CHARLESTOWN","MA","SUFFOLK"
"02130","JAMAICA PLAIN, MA",,"G",14693,"H",333738,"H",925337,664,"JAMAICA PLAIN","MA","SUFFOLK"
"02131","ROSLINDALE, MA",,"H",5943,"H",48984,"H",209532,425,"ROSLINDALE","MA","SUFFOLK"
"02132","WEST ROXBURY, MA",,"G",6640,"G",56727,"G",241865,521,"WEST ROXBURY","MA","SUFFOLK"
"02133","BOSTON, MA",,"J",21,"H",155,"H",701,4,"BOSTON","MA","SUFFOLK"
"02134","ALLSTON, MA",,"H",10737,"H",150127,"H",565940,537,"ALLSTON","MA","SUFFOLK"
"02135","BRIGHTON, MA",,"G",17291,"H",231496,"H",939402,688,"BRIGHTON","MA","SUFFOLK"
"02136","HYDE PARK, MA",,"G",5456,"G",61102,"G",236138,454,"HYDE PARK","MA","SUFFOLK"
"02137","READVILLE, MA",,"J",70,"H",942,"H",4312,9,"READVILLE","MA","SUFFOLK"
"02138","CAMBRIDGE, MA",,"H",49893,"H",704443,"H",3044370,1177,"CAMBRIDGE","MA","MIDDLESEX"
"02139","CAMBRIDGE, MA",,"G",45690,"G",1119233,"G",4329874,1124,"CAMBRIDGE","MA","MIDDLESEX"
"02140","CAMBRIDGE, MA",,"G",8625,"G",167238,"G",642980,516,"CAMBRIDGE","MA","MIDDLESEX"
"02141","CAMBRIDGE, MA",,"G",10669,"G",201287,"G",882475,467,"CAMBRIDGE","MA","MIDDLESEX"
"02142","CAMBRIDGE, MA",,"G",23106,"G",1189171,"G",3785736,539,"CAMBRIDGE","MA","MIDDLESEX"
"02143","SOMERVILLE, MA",,"G",10941,"G",106954,"G",473212,653,"SOMERVILLE","MA","MIDDLESEX"
"02144","SOMERVILLE, MA",,"G",5076,"G",59429,"G",250548,441,"SOMERVILLE","MA","MIDDLESEX"
"02145","SOMERVILLE, MA",,"G",5448,"G",54961,"G",233873,412,"SOMERVILLE","MA","MIDDLESEX"
"02148","MALDEN, MA",,"G",12492,"G",125749,"G",530113,972,"MALDEN","MA","MIDDLESEX"
"02149","EVERETT, MA",,"G",11157,"G",138944,"G",550618,766,"EVERETT","MA","MIDDLESEX"
"02150","CHELSEA, MA",,"G",12637,"G",121919,"G",547802,702,"CHELSEA","MA","SUFFOLK"
"02151","REVERE, MA",,"G",7807,"G",56070,"G",248285,809,"REVERE","MA","SUFFOLK"
"02152","WINTHROP, MA",,"H",1532,"G",11071,"G",52128,268,"WINTHROP","MA","SUFFOLK"
"02153","MEDFORD, MA",,"G",213,"G",652,"G",3506,7,"MEDFORD","MA","MIDDLESEX"
"02155","MEDFORD, MA",,"G",18393,"G",246932,"G",1040388,1165,"MEDFORD","MA","MIDDLESEX"
"02156","WEST MEDFORD, MA","B","D",0,"D",0,"D",0,3,"WEST MEDFORD","MA","MIDDLESEX"
"02163","BOSTON, MA",,"J",401,"J",4493,"H",19823,29,"BOSTON","MA","SUFFOLK"
"02169","QUINCY, MA",,"G",29280,"G",392659,"G",1587437,1550,"QUINCY","MA","NORFOLK"
"02170","QUINCY, MA",,"G",2106,"G",16372,"G",71032,262,"QUINCY","MA","NORFOLK"
"02171","QUINCY, MA",,"H",9856,"H",206479,"H",833060,407,"QUINCY","MA","NORFOLK"
"02176","MELROSE, MA",,"G",5499,"G",57577,"G",245660,520,"MELROSE","MA","MIDDLESEX"
"02180","STONEHAM, MA",,"G",7655,"G",72658,"G",321842,610,"STONEHAM","MA","MIDDLESEX"
"02184","BRAINTREE, MA",,"G",28519,"G",379424,"G",1528677,1500,"BRAINTREE","MA","NORFOLK"
"02185","BRAINTREE, MA",,"G",114,"G",1531,"G",7097,13,"BRAINTREE","MA","NORFOLK"
"02186","MILTON, MA",,"G",4994,"H",47564,"H",207535,446,"MILTON","MA","NORFOLK"
"02187","MILTON VILLAGE, MA",,"H",29,"G",448,"G",1808,5,"MILTON VILLAGE","MA","NORFOLK"
"02188","WEYMOUTH, MA",,"G",3539,"G",28690,"G",130359,295,"WEYMOUTH","MA","NORFOLK"
"02189","EAST WEYMOUTH, MA",,"G",5722,"G",78480,"G",327821,407,"EAST WEYMOUTH","MA","NORFOLK"
"02190","SOUTH WEYMOUTH, MA",,"H",7916,"H",90815,"H",413765,371,"SOUTH WEYMOUTH","MA","NORFOLK"
"02191","NORTH WEYMOUTH, MA",,"G",1249,"G",13105,"G",49636,144,"NORTH WEYMOUTH","MA","NORFOLK"
"02196","BOSTON, MA",,"J",7,"J",47,"H",162,5,"BOSTON","MA","SUFFOLK"
"02199","BOSTON, MA",,"G",20724,"H",884319,"H",2623119,252,"BOSTON","MA","SUFFOLK"
"02201","BOSTON, MA",,"J",20,"J",203,"J",872,4,"BOSTON","MA","SUFFOLK"
"02203","BOSTON, MA",,"J",55,"G",781,"G",3124,14,"BOSTON","MA","SUFFOLK"
"02205","BOSTON, MA",,"J",536,"J",4262,"J",17439,16,"BOSTON","MA","SUFFOLK"
"02210","BOSTON, MA",,"G",51043,"G",1528861,"G",6044498,991,"BOSTON","MA","SUFFOLK"
"02211","BOSTON, MA","A","D",0,"D",0,"D",0,1,"BOSTON","MA","SUFFOLK"
"02212","BOSTON, MA","B","D",0,"D",0,"D",0,3,"BOSTON","MA","SUFFOLK"
"02215","BOSTON, MA",,"H",53821,"H",738565,"H",3319147,575,"BOSTON","MA","SUFFOLK"
"02217","BOSTON, MA","A","D",0,"D",0,"D",0,1,"BOSTON","MA","SUFFOLK"
"02222","BOSTON, MA",,"J",21,"G",291,"G",1202,8,"BOSTON","MA","SUFFOLK"
"02228","EAST BOSTON, MA","A","D",0,"D",0,"D",0,1,"EAST BOSTON","MA","SUFFOLK"
"02238","CAMBRIDGE, MA","G","D",0,"D",0,"D",0,24,"CAMBRIDGE","MA","MIDDLESEX"
"02241","BOSTON, MA","A","D",0,"D",0,"D",0,1,"BOSTON","MA","SUFFOLK"
"02269","QUINCY, MA",,"H",1334,"H",27339,"H",103947,21,"QUINCY","MA","NORFOLK"
"02283","BOSTON, MA","B","D",0,"D",0,"D",0,4,"BOSTON","MA","SUFFOLK"
"02297","BOSTON, MA","A","D",0,"D",0,"D",0,1,"BOSTON","MA","SUFFOLK"
"02301","BROCKTON, MA",,"G",25408,"G",255657,"G",1067058,1373,"BROCKTON","MA","PLYMOUTH"
"02302","BROCKTON, MA",,"H",7296,"G",93173,"G",398546,384,"BROCKTON","MA","PLYMOUTH"
"02303","BROCKTON, MA","F","D",0,"D",0,"D",0,15,"BROCKTON","MA","PLYMOUTH"
"02304","BROCKTON, MA","A","D",0,"D",0,"D",0,2,"BROCKTON","MA","PLYMOUTH"
"02305","BROCKTON, MA","B","D",0,"D",0,"D",0,3,"BROCKTON","MA","PLYMOUTH"
"02322","AVON, MA",,"G",5719,"H",74928,"G",307031,238,"AVON","MA","NORFOLK"
"02324","BRIDGEWATER, MA",,"G",5294,"G",50829,"G",224921,508,"BRIDGEWATER","MA","PLYMOUTH"
"02325","BRIDGEWATER, MA","B","D",0,"D",0,"D",0,2,"BRIDGEWATER","MA","PLYMOUTH"
"02327","BRYANTVILLE, MA",,"H",35,"H",122,"H",568,7,"BRYANTVILLE","MA","PLYMOUTH"
"02330","CARVER, MA",,"H",1538,"G",11669,"G",55439,193,"CARVER","MA","PLYMOUTH"
"02331","DUXBURY, MA",,"G",168,"G",1465,"G",6417,37,"DUXBURY","MA","PLYMOUTH"
"02332","DUXBURY, MA",,"G",2242,"G",20433,"G",93251,320,"DUXBURY","MA","PLYMOUTH"
"02333","EAST BRIDGEWATER, MA",,"G",2054,"G",16277,"G",77685,252,"EAST BRIDGEWATER","MA","PLYMOUTH"
"02334","EASTON, MA",,"G",294,"H",2298,"H",10129,23,"EASTON","MA","BRISTOL"
"02337","ELMWOOD, MA","A","D",0,"D",0,"D",0,1,"ELMWOOD","MA","PLYMOUTH"
"02338","HALIFAX, MA",,"G",1041,"G",8864,"G",41695,113,"HALIFAX","MA","PLYMOUTH"
"02339","HANOVER, MA",,"G",8158,"G",72457,"G",322587,645,"HANOVER","MA","PLYMOUTH"
"02340","HANOVER, MA","A","D",0,"D",0,"D",0,2,"HANOVER","MA","PLYMOUTH"
"02341","HANSON, MA",,"G",1380,"G",11056,"G",51049,182,"HANSON","MA","PLYMOUTH"
